date,favored_team,underdog_team,spread
2024-01-18,Sacramento Kings,Indiana Pacers,8.0
2024-01-18,Minnesota Timberwolves,Memphis Grizzlies,12.5
2024-01-19,Charlotte Hornets,San Antonio Spurs,4.5
2024-01-19,Philadelphia 76ers,Orlando Magic,5.0
2024-01-19,Boston Celtics,Denver Nuggets,7.5
2024-01-19,Miami Heat,Atlanta Hawks,7.0
2024-01-19,New Orleans Pelicans,Phoenix Suns,2.0
2024-01-19,Indiana Pacers,Portland Trail Blazers,8.0
2024-01-19,Los Angeles Lakers,Brooklyn Nets,7.0
2024-01-20,Philadelphia 76ers,Charlotte Hornets,12.0
2024-01-20,Washington Wizards,San Antonio Spurs,2.5
2024-01-20,Cleveland Cavaliers,Atlanta Hawks,2.5
2024-01-20,New York Knicks,Toronto Raptors,7.5
2024-01-20,Chicago Bulls,Memphis Grizzlies,7.5
2024-01-20,Houston Rockets,Utah Jazz,2.5
2024-01-20,Minnesota Timberwolves,Oklahoma City Thunder,2.5
2024-01-21,Boston Celtics,Houston Rockets,12.0
2024-01-21,Phoenix Suns,Indiana Pacers,6.0
2024-01-21,Los Angeles Lakers,Portland Trail Blazers,10.5
2024-01-22,Cleveland Cavaliers,Orlando Magic,2.0
2024-01-22,Milwaukee Bucks,Detroit Pistons,12.0
2024-01-22,Philadelphia 76ers,San Antonio Spurs,13.5
2024-01-22,Toronto Raptors,Memphis Grizzlies,7.0
2024-01-22,Minnesota Timberwolves,Charlotte Hornets,14.0
2024-01-22,Boston Celtics,Dallas Mavericks,2.5
2024-01-22,Phoenix Suns,Chicago Bulls,5.0
2024-01-22,Sacramento Kings,Atlanta Hawks,8.5
2024-01-23,Denver Nuggets,Indiana Pacers,5.0
2024-01-23,New York Knicks,Brooklyn Nets,4.0
2024-01-23,New Orleans Pelicans,Utah Jazz,6.5
2024-01-23,Oklahoma City Thunder,Portland Trail Blazers,13.0
2024-01-23,LA Clippers,Los Angeles Lakers,9.5
2024-01-24,Detroit Pistons,Charlotte Hornets,2.5
2024-01-24,Minnesota Timberwolves,Washington Wizards,10.5
2024-01-24,Miami Heat,Memphis Grizzlies,11.5
2024-01-24,Milwaukee Bucks,Cleveland Cavaliers,6.5
2024-01-24,Houston Rockets,Portland Trail Blazers,10.5
2024-01-24,Phoenix Suns,Dallas Mavericks,1.5
2024-01-24,Oklahoma City Thunder,San Antonio Spurs,8.0
2024-01-24,Golden State Warriors,Atlanta Hawks,6.0
2024-01-25,Philadelphia 76ers,Indiana Pacers,4.0
2024-01-25,Utah Jazz,Washington Wizards,7.5
2024-01-25,Boston Celtics,Miami Heat,8.0
2024-01-25,Minnesota Timberwolves,Brooklyn Nets,3.5
2024-01-25,Denver Nuggets,New York Knicks,2.5
2024-01-25,Sacramento Kings,Golden State Warriors,2.0
2024-01-25,Los Angeles Lakers,Chicago Bulls,5.0
2024-01-26,Atlanta Hawks,Dallas Mavericks,2.0
2024-01-26,Houston Rockets,Charlotte Hornets,5.5
2024-01-26,Phoenix Suns,Indiana Pacers,4.5
2024-01-26,LA Clippers,Toronto Raptors,8.0
2024-01-26,Milwaukee Bucks,Cleveland Cavaliers,5.5
2024-01-26,Orlando Magic,Memphis Grizzlies,6.5
2024-01-26,Oklahoma City Thunder,New Orleans Pelicans,1.5
2024-01-26,San Antonio Spurs,Portland Trail Blazers,3.0
2024-01-27,Boston Celtics,LA Clippers,7.0
2024-01-27,Utah Jazz,Charlotte Hornets,10.0
2024-01-27,Milwaukee Bucks,New Orleans Pelicans,5.0
2024-01-27,Golden State Warriors,Los Angeles Lakers,1.5
2024-01-27,Minnesota Timberwolves,San Antonio Spurs,10.5
2024-01-27,Sacramento Kings,Dallas Mavericks,4.5
2024-01-28,Chicago Bulls,Portland Trail Blazers,7.5
2024-01-29,New York Knicks,Charlotte Hornets,9.5
2024-01-29,LA Clippers,Cleveland Cavaliers,2.0
2024-01-29,Boston Celtics,New Orleans Pelicans,8.0
2024-01-29,Brooklyn Nets,Utah Jazz,1.0
2024-01-29,Miami Heat,Phoenix Suns,3.0
2024-01-29,Sacramento Kings,Memphis Grizzlies,10.5
2024-01-29,Los Angeles Lakers,Houston Rockets,1.0
2024-01-29,Oklahoma City Thunder,Minnesota Timberwolves,2.5
2024-01-29,San Antonio Spurs,Washington Wizards,4.0
2024-01-29,Dallas Mavericks,Orlando Magic,4.5
2024-01-29,Denver Nuggets,Milwaukee Bucks,4.0
2024-01-29,Philadelphia 76ers,Portland Trail Blazers,8.5
2024-01-30,Boston Celtics,Indiana Pacers,8.0
2024-01-30,Atlanta Hawks,Los Angeles Lakers,6.0
2024-01-30,New York Knicks,Utah Jazz,3.0
2024-01-30,Chicago Bulls,Toronto Raptors,7.0
2024-01-30,Golden State Warriors,Philadelphia 76ers,3.5
2024-01-31,Chicago Bulls,Charlotte Hornets,6.0
2024-01-31,Cleveland Cavaliers,Detroit Pistons,13.5
2024-01-31,LA Clippers,Washington Wizards,9.5
2024-01-31,Miami Heat,Sacramento Kings,2.0
2024-01-31,Minnesota Timberwolves,Dallas Mavericks,13.0
2024-01-31,Oklahoma City Thunder,Denver Nuggets,5.5
2024-01-31,Houston Rockets,New Orleans Pelicans,2.0
2024-01-31,Orlando Magic,San Antonio Spurs,6.0
2024-01-31,Phoenix Suns,Brooklyn Nets,3.5
2024-01-31,Milwaukee Bucks,Portland Trail Blazers,10.0
2024-02-01,Boston Celtics,Los Angeles Lakers,15.0
2024-02-01,New York Knicks,Indiana Pacers,2.0
2024-02-01,Cleveland Cavaliers,Memphis Grizzlies,8.5
2024-02-01,Utah Jazz,Philadelphia 76ers,5.0
2024-02-02,LA Clippers,Detroit Pistons,12.0
2024-02-02,Miami Heat,Washington Wizards,7.5
2024-02-02,Phoenix Suns,Atlanta Hawks,3.5
2024-02-02,Sacramento Kings,Indiana Pacers,4.0
2024-02-02,Oklahoma City Thunder,Charlotte Hornets,15.5
2024-02-02,Golden State Warriors,Memphis Grizzlies,8.0
2024-02-02,Houston Rockets,Toronto Raptors,4.5
2024-02-02,Minnesota Timberwolves,Orlando Magic,6.5
2024-02-02,New Orleans Pelicans,San Antonio Spurs,8.0
2024-02-02,Denver Nuggets,Portland Trail Blazers,12.5
2024-02-03,Atlanta Hawks,Golden State Warriors,2.0
2024-02-03,Chicago Bulls,Sacramento Kings,1.0
2024-02-03,Cleveland Cavaliers,San Antonio Spurs,9.0
2024-02-03,Milwaukee Bucks,Dallas Mavericks,4.0
2024-02-03,New York Knicks,Los Angeles Lakers,3.5
2024-02-04,Minnesota Timberwolves,Houston Rockets,8.0
2024-02-04,Oklahoma City Thunder,Toronto Raptors,8.5
2024-02-04,Utah Jazz,Milwaukee Bucks,3.0
2024-02-04,Denver Nuggets,Portland Trail Blazers,14.0
2024-02-05,Los Angeles Lakers,Charlotte Hornets,13.0
2024-02-05,Cleveland Cavaliers,Sacramento Kings,4.5
2024-02-05,Dallas Mavericks,Philadelphia 76ers,2.5
2024-02-05,LA Clippers,Atlanta Hawks,4.5
2024-02-05,Golden State Warriors,Brooklyn Nets,1.5
2024-02-05,New Orleans Pelicans,Toronto Raptors,11.5
2024-02-06,Indiana Pacers,Houston Rockets,8.0
2024-02-06,Dallas Mavericks,Brooklyn Nets,3.5
2024-02-06,New York Knicks,Memphis Grizzlies,13.5
2024-02-06,Miami Heat,Orlando Magic,3.0
2024-02-06,Minnesota Timberwolves,Chicago Bulls,5.0
2024-02-06,Oklahoma City Thunder,Utah Jazz,3.0
2024-02-06,Phoenix Suns,Milwaukee Bucks,3.5
2024-02-07,Toronto Raptors,Charlotte Hornets,7.0
2024-02-07,Cleveland Cavaliers,Washington Wizards,11.5
2024-02-07,Boston Celtics,Atlanta Hawks,12.0
2024-02-07,Golden State Warriors,Philadelphia 76ers,3.0
2024-02-07,Miami Heat,San Antonio Spurs,7.5
2024-02-07,Sacramento Kings,Detroit Pistons,14.0
2024-02-07,LA Clippers,New Orleans Pelicans,6.5
2024-02-08,Indiana Pacers,Golden State Warriors,5.5
2024-02-08,Orlando Magic,San Antonio Spurs,10.5
2024-02-08,Cleveland Cavaliers,Brooklyn Nets,7.5
2024-02-08,Dallas Mavericks,New York Knicks,6.0
2024-02-08,Chicago Bulls,Memphis Grizzlies,5.5
2024-02-08,Milwaukee Bucks,Minnesota Timberwolves,1.0
2024-02-08,Portland Trail Blazers,Detroit Pistons,7.0
2024-02-08,Phoenix Suns,Utah Jazz,6.0
2024-02-08,Denver Nuggets,Los Angeles Lakers,3.5
2024-02-09,Atlanta Hawks,Philadelphia 76ers,3.5
2024-02-09,Boston Celtics,Washington Wizards,18.0
2024-02-09,Toronto Raptors,Houston Rockets,2.5
2024-02-09,Milwaukee Bucks,Charlotte Hornets,16.0
2024-02-09,Sacramento Kings,Denver Nuggets,2.5
2024-02-09,New Orleans Pelicans,Los Angeles Lakers,3.5
2024-02-10,Memphis Grizzlies,Charlotte Hornets,5.5
2024-02-10,Orlando Magic,Chicago Bulls,5.0
2024-02-10,Philadelphia 76ers,Washington Wizards,5.5
2024-02-10,Atlanta Hawks,Houston Rockets,7.0
2024-02-10,Cleveland Cavaliers,Toronto Raptors,8.5
2024-02-10,Indiana Pacers,New York Knicks,5.0
2024-02-10,Phoenix Suns,Golden State Warriors,1.5
2024-02-10,New Orleans Pelicans,Portland Trail Blazers,8.0
2024-02-12,Indiana Pacers,Charlotte Hornets,10.0
2024-02-12,Cleveland Cavaliers,Philadelphia 76ers,11.5
2024-02-12,Atlanta Hawks,Chicago Bulls,4.5
2024-02-12,Toronto Raptors,San Antonio Spurs,6.0
2024-02-12,Milwaukee Bucks,Denver Nuggets,1.5
2024-02-12,New York Knicks,Houston Rockets,1.5
2024-02-12,New Orleans Pelicans,Memphis Grizzlies,9.0
2024-02-12,Dallas Mavericks,Washington Wizards,12.0
2024-02-12,Golden State Warriors,Utah Jazz,0.0
2024-02-12,LA Clippers,Minnesota Timberwolves,5.0
2024-02-13,Boston Celtics,Brooklyn Nets,8.0
2024-02-13,Oklahoma City Thunder,Orlando Magic,2.5
2024-02-13,Milwaukee Bucks,Miami Heat,8.0
2024-02-13,Minnesota Timberwolves,Portland Trail Blazers,7.5
2024-02-13,Phoenix Suns,Sacramento Kings,4.5
2024-02-13,Los Angeles Lakers,Detroit Pistons,10.5
2024-02-14,Atlanta Hawks,Charlotte Hornets,7.0
2024-02-14,Philadelphia 76ers,Miami Heat,2.5
2024-02-14,Orlando Magic,New York Knicks,4.0
2024-02-14,Boston Celtics,Brooklyn Nets,11.5
2024-02-14,Cleveland Cavaliers,Chicago Bulls,9.5
2024-02-14,Indiana Pacers,Toronto Raptors,3.0
2024-02-14,Houston Rockets,Memphis Grizzlies,3.0
2024-02-14,New Orleans Pelicans,Washington Wizards,14.5
2024-02-14,Dallas Mavericks,San Antonio Spurs,11.5
2024-02-14,Denver Nuggets,Sacramento Kings,5.5
2024-02-14,Phoenix Suns,Detroit Pistons,13.0
2024-02-14,Utah Jazz,Los Angeles Lakers,6.0
2024-02-14,Golden State Warriors,LA Clippers,3.5
2024-02-15,Milwaukee Bucks,Memphis Grizzlies,12.5
2024-02-15,Golden State Warriors,Utah Jazz,2.0
2024-02-15,Minnesota Timberwolves,Portland Trail Blazers,9.5
2024-02-22,Cleveland Cavaliers,Orlando Magic,5.0
2024-02-22,Toronto Raptors,Brooklyn Nets,1.0
2024-02-22,Indiana Pacers,Detroit Pistons,12.5
2024-02-22,Philadelphia 76ers,New York Knicks,2.0
2024-02-22,Dallas Mavericks,Phoenix Suns,2.0
2024-02-22,New Orleans Pelicans,Houston Rockets,6.5
2024-02-22,Boston Celtics,Chicago Bulls,8.5
2024-02-22,Oklahoma City Thunder,LA Clippers,1.0
2024-02-22,Utah Jazz,Charlotte Hornets,9.5
2024-02-22,Denver Nuggets,Washington Wizards,15.5
2024-02-22,Golden State Warriors,Los Angeles Lakers,6.5
2024-02-22,Sacramento Kings,San Antonio Spurs,10.5
2024-02-23,Atlanta Hawks,Toronto Raptors,7.5
2024-02-23,Cleveland Cavaliers,Philadelphia 76ers,2.0
2024-02-23,Phoenix Suns,Houston Rockets,2.5
2024-02-23,LA Clippers,Memphis Grizzlies,9.0
2024-02-23,New Orleans Pelicans,Miami Heat,1.5
2024-02-23,Oklahoma City Thunder,Washington Wizards,15.0
2024-02-23,Golden State Warriors,Charlotte Hornets,12.0
2024-02-23,Denver Nuggets,Portland Trail Blazers,8.5
2024-02-23,Minnesota Timberwolves,Milwaukee Bucks,4.0
2024-02-23,Los Angeles Lakers,San Antonio Spurs,10.0
2024-02-24,Orlando Magic,Detroit Pistons,8.0
2024-02-24,Boston Celtics,New York Knicks,6.0
2024-02-24,Minnesota Timberwolves,Brooklyn Nets,8.5
2024-02-25,Atlanta Hawks,Orlando Magic,1.5
2024-02-25,New Orleans Pelicans,Chicago Bulls,5.0
2024-02-25,Golden State Warriors,Denver Nuggets,2.0
2024-02-25,Oklahoma City Thunder,Houston Rockets,6.5
2024-02-25,Utah Jazz,San Antonio Spurs,6.5
2024-02-25,Portland Trail Blazers,Charlotte Hornets,3.5
2024-02-25,LA Clippers,Sacramento Kings,5.0
2024-02-26,Indiana Pacers,Toronto Raptors,5.5
2024-02-26,New York Knicks,Detroit Pistons,11.5
2024-02-26,Brooklyn Nets,Memphis Grizzlies,1.5
2024-02-26,Sacramento Kings,Miami Heat,7.5
2024-02-27,Orlando Magic,Brooklyn Nets,6.5
2024-02-27,Cleveland Cavaliers,Dallas Mavericks,4.5
2024-02-27,Golden State Warriors,Washington Wizards,10.5
2024-02-27,Atlanta Hawks,Utah Jazz,2.5
2024-02-27,Boston Celtics,Philadelphia 76ers,11.5
2024-02-27,New Orleans Pelicans,New York Knicks,6.5
2024-02-27,Chicago Bulls,Detroit Pistons,10.5
2024-02-27,Milwaukee Bucks,Charlotte Hornets,14.5
2024-02-27,Minnesota Timberwolves,San Antonio Spurs,12.5
2024-02-27,Miami Heat,Portland Trail Blazers,7.5
2024-02-27,Oklahoma City Thunder,Houston Rockets,9.5
2024-02-28,Indiana Pacers,New Orleans Pelicans,4.0
2024-02-28,Dallas Mavericks,Toronto Raptors,3.0
2024-02-28,Cleveland Cavaliers,Chicago Bulls,5.5
2024-02-28,Minnesota Timberwolves,Memphis Grizzlies,12.5
2024-02-28,Denver Nuggets,Sacramento Kings,7.5
2024-02-28,LA Clippers,Los Angeles Lakers,3.0
2024-02-29,Milwaukee Bucks,Charlotte Hornets,11.5
2024-02-29,Orlando Magic,Utah Jazz,7.0
2024-02-29,Brooklyn Nets,Atlanta Hawks,1.0
2024-02-29,Golden State Warriors,New York Knicks,4.0
2024-02-29,Oklahoma City Thunder,San Antonio Spurs,11.0
2024-02-29,Phoenix Suns,Houston Rockets,8.5
2024-02-29,Denver Nuggets,Miami Heat,6.0
2024-02-29,Los Angeles Lakers,Washington Wizards,10.5
2024-03-01,Philadelphia 76ers,Charlotte Hornets,12.0
2024-03-01,Cleveland Cavaliers,Detroit Pistons,7.0
2024-03-01,Boston Celtics,Dallas Mavericks,8.5
2024-03-01,Golden State Warriors,Toronto Raptors,2.5
2024-03-01,New Orleans Pelicans,Indiana Pacers,5.0
2024-03-01,Memphis Grizzlies,Portland Trail Blazers,1.0
2024-03-01,Minnesota Timberwolves,Sacramento Kings,6.5
2024-03-01,Milwaukee Bucks,Chicago Bulls,4.5
2024-03-01,LA Clippers,Washington Wizards,16.0
2024-03-02,Memphis Grizzlies,Portland Trail Blazers,2.0
2024-03-02,Denver Nuggets,Los Angeles Lakers,1.0
2024-03-02,Phoenix Suns,Houston Rockets,9.0
2024-03-03,Cleveland Cavaliers,New York Knicks,4.0
2024-03-03,Indiana Pacers,San Antonio Spurs,6.5
2024-03-03,Oklahoma City Thunder,Phoenix Suns,5.0
2024-03-04,Brooklyn Nets,Memphis Grizzlies,9.5
2024-03-04,LA Clippers,Milwaukee Bucks,1.5
2024-03-04,Minnesota Timberwolves,Portland Trail Blazers,15.0
2024-03-04,Utah Jazz,Washington Wizards,5.5
2024-03-04,Sacramento Kings,Chicago Bulls,6.5
2024-03-04,Oklahoma City Thunder,Los Angeles Lakers,1.5
2024-03-05,Orlando Magic,Charlotte Hornets,8.5
2024-03-05,New York Knicks,Atlanta Hawks,1.5
2024-03-05,Boston Celtics,Cleveland Cavaliers,8.5
2024-03-05,Brooklyn Nets,Philadelphia 76ers,1.0
2024-03-05,Miami Heat,Detroit Pistons,11.5
2024-03-05,New Orleans Pelicans,Toronto Raptors,9.5
2024-03-05,Houston Rockets,San Antonio Spurs,8.0
2024-03-05,Dallas Mavericks,Indiana Pacers,5.5
2024-03-05,Denver Nuggets,Phoenix Suns,8.5
2024-03-06,Orlando Magic,Washington Wizards,6.5
2024-03-06,LA Clippers,Houston Rockets,6.5
2024-03-06,Atlanta Hawks,Cleveland Cavaliers,2.5
2024-03-06,Philadelphia 76ers,Memphis Grizzlies,4.0
2024-03-06,Chicago Bulls,Utah Jazz,3.5
2024-03-06,Golden State Warriors,Milwaukee Bucks,3.0
2024-03-06,Oklahoma City Thunder,Portland Trail Blazers,13.5
2024-03-06,Los Angeles Lakers,Sacramento Kings,2.5
2024-03-07,Brooklyn Nets,Detroit Pistons,2.0
2024-03-07,Indiana Pacers,Minnesota Timberwolves,1.5
2024-03-07,Dallas Mavericks,Miami Heat,4.0
2024-03-07,Phoenix Suns,Toronto Raptors,10.0
2024-03-07,Boston Celtics,Denver Nuggets,1.0
2024-03-07,Golden State Warriors,Chicago Bulls,8.0
2024-03-07,Sacramento Kings,San Antonio Spurs,11.0
2024-03-08,Washington Wizards,Charlotte Hornets,2.5
2024-03-08,New Orleans Pelicans,Philadelphia 76ers,8.0
2024-03-08,Cleveland Cavaliers,Minnesota Timberwolves,2.0
2024-03-08,New York Knicks,Orlando Magic,1.5
2024-03-08,Atlanta Hawks,Memphis Grizzlies,3.0
2024-03-08,Oklahoma City Thunder,Miami Heat,8.5
2024-03-08,Houston Rockets,Portland Trail Blazers,6.0
2024-03-08,Milwaukee Bucks,Los Angeles Lakers,3.5
2024-03-09,Brooklyn Nets,Charlotte Hornets,6.0
2024-03-09,Dallas Mavericks,Detroit Pistons,9.0
2024-03-09,Boston Celtics,Phoenix Suns,5.5
2024-03-09,Golden State Warriors,San Antonio Spurs,11.5
2024-03-09,Denver Nuggets,Utah Jazz,12.5
2024-03-09,Toronto Raptors,Portland Trail Blazers,3.0
2024-03-10,Los Angeles Lakers,Minnesota Timberwolves,3.0
2024-03-11,Dallas Mavericks,Chicago Bulls,3.5
2024-03-11,Golden State Warriors,San Antonio Spurs,5.0
2024-03-11,Denver Nuggets,Toronto Raptors,15.5
2024-03-11,Boston Celtics,Portland Trail Blazers,12.0
2024-03-12,Oklahoma City Thunder,Indiana Pacers,5.5
2024-03-12,Washington Wizards,Memphis Grizzlies,2.0
2024-03-12,Houston Rockets,San Antonio Spurs,3.5
2024-03-12,Boston Celtics,Utah Jazz,6.5
2024-03-12,LA Clippers,Minnesota Timberwolves,6.5
2024-03-12,Sacramento Kings,Milwaukee Bucks,1.0
2024-03-13,Charlotte Hornets,Memphis Grizzlies,2.5
2024-03-13,New Orleans Pelicans,Cleveland Cavaliers,5.5
2024-03-13,Dallas Mavericks,Golden State Warriors,8.5
2024-03-13,Atlanta Hawks,Portland Trail Blazers,3.5
2024-03-13,Los Angeles Lakers,Sacramento Kings,2.5
2024-03-14,LA Clippers,Chicago Bulls,6.0
2024-03-14,Houston Rockets,Washington Wizards,8.5
2024-03-14,Milwaukee Bucks,Philadelphia 76ers,7.0
2024-03-14,Oklahoma City Thunder,Dallas Mavericks,10.0
2024-03-14,New York Knicks,Portland Trail Blazers,11.5
2024-03-15,New Orleans Pelicans,LA Clippers,7.0
2024-03-15,Denver Nuggets,San Antonio Spurs,10.5
2024-03-15,Atlanta Hawks,Utah Jazz,2.5
2024-03-16,Chicago Bulls,Washington Wizards,10.0
2024-03-16,Oklahoma City Thunder,Memphis Grizzlies,10.5
2024-03-16,Los Angeles Lakers,Golden State Warriors,1.5
2024-03-16,Minnesota Timberwolves,Utah Jazz,8.0
2024-03-16,Sacramento Kings,New York Knicks,4.0
2024-03-17,LA Clippers,Atlanta Hawks,9.5
2024-03-18,Philadelphia 76ers,Miami Heat,2.5
2024-03-18,Chicago Bulls,Portland Trail Blazers,8.5
2024-03-18,Minnesota Timberwolves,Utah Jazz,4.5
2024-03-18,Golden State Warriors,New York Knicks,6.5
2024-03-18,Sacramento Kings,Memphis Grizzlies,11.0
2024-03-18,Los Angeles Lakers,Atlanta Hawks,9.0
2024-03-19,Dallas Mavericks,San Antonio Spurs,9.0
2024-03-19,Denver Nuggets,Minnesota Timberwolves,7.0
2024-03-20,Oklahoma City Thunder,Utah Jazz,15.5
2024-03-20,Golden State Warriors,Memphis Grizzlies,11.0
2024-03-20,LA Clippers,Portland Trail Blazers,12.5
2024-03-20,Phoenix Suns,Philadelphia 76ers,9.0
2024-03-21,Milwaukee Bucks,Brooklyn Nets,10.5
2024-03-21,Houston Rockets,Chicago Bulls,3.5
2024-03-21,Dallas Mavericks,Utah Jazz,14.0
2024-03-21,Denver Nuggets,New York Knicks,8.5
2024-03-21,Phoenix Suns,Atlanta Hawks,9.0
2024-03-22,Minnesota Timberwolves,Cleveland Cavaliers,7.5
2024-03-22,San Antonio Spurs,Memphis Grizzlies,6.5
2024-03-22,Miami Heat,New Orleans Pelicans,3.0
2024-03-22,Golden State Warriors,Indiana Pacers,5.0
2024-03-22,LA Clippers,Portland Trail Blazers,14.0
2024-03-22,Los Angeles Lakers,Philadelphia 76ers,7.5
2024-03-23,Boston Celtics,Chicago Bulls,5.5
2024-03-23,Houston Rockets,Utah Jazz,10.5
2024-03-23,Phoenix Suns,San Antonio Spurs,10.0
2024-03-23,Washington Wizards,Toronto Raptors,6.0
2024-03-23,Denver Nuggets,Portland Trail Blazers,10.0
2024-03-24,Los Angeles Lakers,Indiana Pacers,3.0
2024-03-25,Chicago Bulls,Washington Wizards,12.5
2024-03-25,Houston Rockets,Portland Trail Blazers,14.5
2024-03-25,Phoenix Suns,San Antonio Spurs,12.0
2024-03-25,Dallas Mavericks,Utah Jazz,7.5
2024-03-25,Denver Nuggets,Memphis Grizzlies,14.5
2024-03-25,Sacramento Kings,Philadelphia 76ers,7.5
2024-03-25,LA Clippers,Indiana Pacers,6.0
2024-03-26,Oklahoma City Thunder,New Orleans Pelicans,1.0
2024-03-26,Sacramento Kings,Dallas Mavericks,1.5
2024-03-27,Indiana Pacers,Chicago Bulls,3.0
2024-03-27,Minnesota Timberwolves,Detroit Pistons,16.5
2024-03-27,Oklahoma City Thunder,Houston Rockets,4.5
2024-03-27,Los Angeles Lakers,Memphis Grizzlies,4.5
2024-03-27,Utah Jazz,San Antonio Spurs,4.0
2024-03-27,Denver Nuggets,Phoenix Suns,7.0
2024-03-28,Milwaukee Bucks,New Orleans Pelicans,1.5
2024-03-29,New York Knicks,San Antonio Spurs,8.5
2024-03-29,Miami Heat,Portland Trail Blazers,14.0
2024-03-29,Phoenix Suns,Oklahoma City Thunder,1.5
2024-03-29,Denver Nuggets,Minnesota Timberwolves,4.5
2024-03-29,Houston Rockets,Utah Jazz,9.5
2024-03-29,Sacramento Kings,Dallas Mavericks,1.0
2024-03-31,Sacramento Kings,Utah Jazz,12.5
2024-04-01,Chicago Bulls,Atlanta Hawks,2.0
2024-04-01,New Orleans Pelicans,Phoenix Suns,1.5
2024-04-02,Miami Heat,New York Knicks,2.0
2024-04-02,Minnesota Timberwolves,Houston Rockets,7.5
2024-04-02,Cleveland Cavaliers,Utah Jazz,9.5
2024-04-02,Denver Nuggets,San Antonio Spurs,15.0
2024-04-02,Dallas Mavericks,Golden State Warriors,1.0
2024-04-02,Sacramento Kings,LA Clippers,3.0
2024-04-03,Boston Celtics,Oklahoma City Thunder,12.0
2024-04-03,Minnesota Timberwolves,Toronto Raptors,18.0
2024-04-03,New Orleans Pelicans,Orlando Magic,4.5
2024-04-03,Phoenix Suns,Cleveland Cavaliers,6.0
2024-04-04,Golden State Warriors,Houston Rockets,3.0
2024-04-04,Denver Nuggets,LA Clippers,4.0
2024-04-05,Milwaukee Bucks,Toronto Raptors,14.5
2024-04-05,New York Knicks,Chicago Bulls,1.5
2024-04-05,Detroit Pistons,Memphis Grizzlies,1.5
2024-04-05,Miami Heat,Houston Rockets,3.5
2024-04-05,New Orleans Pelicans,San Antonio Spurs,11.0
2024-04-05,Dallas Mavericks,Golden State Warriors,1.5
2024-04-05,Phoenix Suns,Minnesota Timberwolves,4.0
2024-04-05,LA Clippers,Utah Jazz,13.0
2024-04-06,Philadelphia 76ers,Memphis Grizzlies,15.0
2024-04-06,Denver Nuggets,Atlanta Hawks,11.0
2024-04-07,Golden State Warriors,Utah Jazz,12.0
2024-04-07,Minnesota Timberwolves,Los Angeles Lakers,1.5
2024-04-09,San Antonio Spurs,Memphis Grizzlies,5.5
2024-04-09,Minnesota Timberwolves,Washington Wizards,18.5
2024-04-09,New York Knicks,Chicago Bulls,5.0
2024-04-09,Orlando Magic,Houston Rockets,2.5
2024-04-09,Oklahoma City Thunder,Sacramento Kings,5.0
2024-04-09,Denver Nuggets,Utah Jazz,15.0
2024-04-09,Los Angeles Lakers,Golden State Warriors,3.0
2024-04-09,Phoenix Suns,LA Clippers,9.0
2024-04-09,New Orleans Pelicans,Portland Trail Blazers,13.5
2024-04-10,Orlando Magic,Milwaukee Bucks,1.5
2024-04-10,Oklahoma City Thunder,San Antonio Spurs,17.0
2024-04-10,Denver Nuggets,Minnesota Timberwolves,6.5
2024-04-10,Phoenix Suns,LA Clippers,11.0
2024-04-11,Houston Rockets,Utah Jazz,11.0
2024-04-11,Golden State Warriors,Portland Trail Blazers,13.0
2024-04-11,Sacramento Kings,New Orleans Pelicans,1.0
2024-04-12,Boston Celtics,Charlotte Hornets,7.0
2024-04-12,Minnesota Timberwolves,Atlanta Hawks,12.0
2024-04-12,Denver Nuggets,San Antonio Spurs,11.5
2024-04-12,Los Angeles Lakers,Memphis Grizzlies,16.0
2024-04-12,Miami Heat,Toronto Raptors,14.0
2024-04-12,Oklahoma City Thunder,Milwaukee Bucks,14.0
2024-04-12,Dallas Mavericks,Detroit Pistons,11.0
2024-04-12,Golden State Warriors,New Orleans Pelicans,4.0
2024-04-12,Houston Rockets,Portland Trail Blazers,6.0
2024-04-12,LA Clippers,Utah Jazz,15.5
2024-04-12,Phoenix Suns,Sacramento Kings,4.5
2024-04-16,Golden State Warriors,Sacramento Kings,3.0
2024-04-17,Chicago Bulls,Atlanta Hawks,3.0
2024-04-19,New Orleans Pelicans,Sacramento Kings,1.0
2024-04-20,Denver Nuggets,Los Angeles Lakers,7.0
2024-04-21,Oklahoma City Thunder,New Orleans Pelicans,9.0
2024-04-22,Denver Nuggets,Los Angeles Lakers,7.0
2024-04-23,Minnesota Timberwolves,Phoenix Suns,3.0
2024-04-23,Milwaukee Bucks,Indiana Pacers,1.0
2024-04-23,LA Clippers,Dallas Mavericks,1.0
2024-04-24,Oklahoma City Thunder,New Orleans Pelicans,7.5
2024-04-25,Philadelphia 76ers,New York Knicks,5.5
2024-04-25,Los Angeles Lakers,Denver Nuggets,1.0
