date,favored_team,underdog_team,spread
2023-11-06,Oklahoma City Thunder,Atlanta Hawks,1.0
2023-11-06,Boston Celtics,Minnesota Timberwolves,3.5
2023-11-06,Chicago Bulls,Utah Jazz,4.0
2023-11-06,Sacramento Kings,Houston Rockets,2.0
2023-11-06,Denver Nuggets,New Orleans Pelicans,6.0
2023-11-08,Boston Celtics,Philadelphia 76ers,2.5
2023-11-08,Charlotte Hornets,Washington Wizards,2.0
2023-11-08,Indiana Pacers,Utah Jazz,6.0
2023-11-08,LA Clippers,Brooklyn Nets,5.5
2023-11-08,New York Knicks,San Antonio Spurs,9.5
2023-11-08,Phoenix Suns,Chicago Bulls,1.0
2023-11-08,Cleveland Cavaliers,Oklahoma City Thunder,1.5
2023-11-08,Milwaukee Bucks,Detroit Pistons,12.0
2023-11-08,Los Angeles Lakers,Houston Rockets,4.0
2023-11-08,Minnesota Timberwolves,New Orleans Pelicans,10.0
2023-11-08,Miami Heat,Memphis Grizzlies,1.5
2023-11-08,Dallas Mavericks,Toronto Raptors,4.5
2023-11-08,Denver Nuggets,Golden State Warriors,4.0
2023-11-08,Sacramento Kings,Portland Trail Blazers,7.5
2023-11-09,Milwaukee Bucks,Indiana Pacers,1.0
2023-11-09,Atlanta Hawks,Orlando Magic,3.5
2023-11-10,Washington Wizards,Charlotte Hornets,3.5
2023-11-10,Philadelphia 76ers,Detroit Pistons,8.5
2023-11-10,Boston Celtics,Brooklyn Nets,11.5
2023-11-10,Houston Rockets,New Orleans Pelicans,2.0
2023-11-10,Memphis Grizzlies,Utah Jazz,4.5
2023-11-10,Minnesota Timberwolves,San Antonio Spurs,7.5
2023-11-10,Dallas Mavericks,LA Clippers,1.5
2023-11-10,Phoenix Suns,Los Angeles Lakers,2.0
2023-11-10,Oklahoma City Thunder,Sacramento Kings,1.5
2023-11-11,Boston Celtics,Toronto Raptors,9.0
2023-11-11,Atlanta Hawks,Miami Heat,7.5
2023-11-11,Golden State Warriors,Cleveland Cavaliers,4.5
2023-11-12,Miami Heat,San Antonio Spurs,2.0
2023-11-12,Chicago Bulls,Detroit Pistons,6.5
2023-11-12,Dallas Mavericks,New Orleans Pelicans,3.5
2023-11-12,Denver Nuggets,Houston Rockets,5.0
2023-11-12,Phoenix Suns,Oklahoma City Thunder,3.5
2023-11-12,Golden State Warriors,Minnesota Timberwolves,2.0
2023-11-12,Los Angeles Lakers,Portland Trail Blazers,8.5
2023-11-13,Boston Celtics,New York Knicks,8.5
2023-11-13,Toronto Raptors,Washington Wizards,8.0
2023-11-13,Milwaukee Bucks,Chicago Bulls,9.5
2023-11-13,Cleveland Cavaliers,Sacramento Kings,0.0
2023-11-14,Atlanta Hawks,Detroit Pistons,4.5
2023-11-14,Miami Heat,Charlotte Hornets,6.0
2023-11-14,Philadelphia 76ers,Indiana Pacers,6.0
2023-11-14,Oklahoma City Thunder,San Antonio Spurs,10.0
2023-11-14,Brooklyn Nets,Orlando Magic,3.0
2023-11-14,Dallas Mavericks,New Orleans Pelicans,4.0
2023-11-14,Utah Jazz,Portland Trail Blazers,6.5
2023-11-14,Denver Nuggets,LA Clippers,4.5
2023-11-14,Minnesota Timberwolves,Golden State Warriors,3.0
2023-11-14,Los Angeles Lakers,Memphis Grizzlies,6.5
2023-11-15,Dallas Mavericks,Washington Wizards,4.0
2023-11-15,Atlanta Hawks,New York Knicks,1.5
2023-11-15,Boston Celtics,Philadelphia 76ers,2.5
2023-11-15,Milwaukee Bucks,Toronto Raptors,1.5
2023-11-15,Chicago Bulls,Orlando Magic,2.0
2023-11-15,Phoenix Suns,Minnesota Timberwolves,5.5
2023-11-15,Los Angeles Lakers,Sacramento Kings,0.0
2023-11-15,Cleveland Cavaliers,Portland Trail Blazers,10.0
2023-11-16,Miami Heat,Brooklyn Nets,3.5
2023-11-16,Oklahoma City Thunder,Golden State Warriors,3.5
2023-11-17,Milwaukee Bucks,Charlotte Hornets,8.5
2023-11-17,New York Knicks,Washington Wizards,7.5
2023-11-17,Philadelphia 76ers,Atlanta Hawks,1.0
2023-11-17,Boston Celtics,Toronto Raptors,9.5
2023-11-17,Cleveland Cavaliers,Detroit Pistons,10.0
2023-11-17,Sacramento Kings,San Antonio Spurs,8.5
2023-11-17,Chicago Bulls,Orlando Magic,3.5
2023-11-17,Denver Nuggets,New Orleans Pelicans,4.5
2023-11-17,Los Angeles Lakers,Portland Trail Blazers,7.5
2023-11-17,Phoenix Suns,Utah Jazz,5.0
2023-11-17,LA Clippers,Houston Rockets,7.5
2023-11-18,Minnesota Timberwolves,New Orleans Pelicans,7.5
2023-11-18,Miami Heat,Chicago Bulls,2.0
2023-11-18,Milwaukee Bucks,Dallas Mavericks,2.0
2023-11-18,Memphis Grizzlies,San Antonio Spurs,3.0
2023-11-18,Golden State Warriors,Oklahoma City Thunder,2.5
2023-11-19,Dallas Mavericks,Sacramento Kings,1.5
2023-11-19,Boston Celtics,Memphis Grizzlies,11.5
2023-11-19,Phoenix Suns,Utah Jazz,5.0
2023-11-19,Oklahoma City Thunder,Portland Trail Blazers,6.5
2023-11-19,Los Angeles Lakers,Houston Rockets,5.5
2023-11-20,Boston Celtics,Charlotte Hornets,8.0
2023-11-20,Denver Nuggets,Detroit Pistons,9.5
2023-11-20,Milwaukee Bucks,Washington Wizards,10.0
2023-11-20,Miami Heat,Chicago Bulls,1.0
2023-11-20,LA Clippers,San Antonio Spurs,8.5
2023-11-20,Minnesota Timberwolves,New York Knicks,2.5
2023-11-20,Sacramento Kings,New Orleans Pelicans,1.0
2023-11-20,Golden State Warriors,Houston Rockets,7.5
2023-11-21,Orlando Magic,Toronto Raptors,1.5
2023-11-21,Atlanta Hawks,Indiana Pacers,4.0
2023-11-21,Philadelphia 76ers,Cleveland Cavaliers,8.0
2023-11-21,Phoenix Suns,Portland Trail Blazers,13.0
2023-11-21,Los Angeles Lakers,Utah Jazz,7.5
2023-11-22,Charlotte Hornets,Washington Wizards,4.0
2023-11-22,Denver Nuggets,Orlando Magic,4.0
2023-11-22,Atlanta Hawks,Brooklyn Nets,3.5
2023-11-22,Boston Celtics,Milwaukee Bucks,6.0
2023-11-22,Cleveland Cavaliers,Miami Heat,1.0
2023-11-22,Indiana Pacers,Toronto Raptors,2.5
2023-11-22,Oklahoma City Thunder,Chicago Bulls,8.0
2023-11-22,Houston Rockets,Memphis Grizzlies,5.0
2023-11-22,LA Clippers,San Antonio Spurs,8.5
2023-11-22,Minnesota Timberwolves,Philadelphia 76ers,7.0
2023-11-22,Sacramento Kings,New Orleans Pelicans,1.5
2023-11-22,Phoenix Suns,Golden State Warriors,2.5
2023-11-22,Utah Jazz,Portland Trail Blazers,3.0
2023-11-22,Dallas Mavericks,Los Angeles Lakers,2.5
2023-11-24,Toronto Raptors,Chicago Bulls,5.0
2023-11-24,New York Knicks,Miami Heat,5.5
2023-11-24,Denver Nuggets,Houston Rockets,3.0
2023-11-24,Indiana Pacers,Detroit Pistons,9.0
2023-11-24,Milwaukee Bucks,Washington Wizards,14.0
2023-11-24,Minnesota Timberwolves,Sacramento Kings,4.0
2023-11-24,Golden State Warriors,San Antonio Spurs,10.0
2023-11-24,LA Clippers,New Orleans Pelicans,5.5
2023-11-25,Atlanta Hawks,Washington Wizards,8.5
2023-11-25,Cleveland Cavaliers,Los Angeles Lakers,4.5
2023-11-25,New Orleans Pelicans,Utah Jazz,2.0
2023-11-25,LA Clippers,Dallas Mavericks,1.0
2023-11-26,Brooklyn Nets,Chicago Bulls,3.0
2023-11-26,Cleveland Cavaliers,Toronto Raptors,3.5
2023-11-26,Denver Nuggets,San Antonio Spurs,11.0
2023-11-27,Detroit Pistons,Washington Wizards,2.0
2023-11-27,Indiana Pacers,Portland Trail Blazers,12.0
2023-11-27,Philadelphia 76ers,Los Angeles Lakers,5.5
2023-11-27,New Orleans Pelicans,Utah Jazz,5.5
2023-11-27,LA Clippers,Denver Nuggets,10.5
2023-11-28,Milwaukee Bucks,Miami Heat,5.0
2023-11-28,Cleveland Cavaliers,Atlanta Hawks,4.5
2023-11-28,Boston Celtics,Chicago Bulls,12.5
2023-11-28,Brooklyn Nets,Toronto Raptors,2.0
2023-11-28,New York Knicks,Charlotte Hornets,11.5
2023-11-28,Minnesota Timberwolves,Oklahoma City Thunder,3.0
2023-11-28,Dallas Mavericks,Houston Rockets,4.0
2023-11-28,Sacramento Kings,Golden State Warriors,2.0
2023-11-29,Los Angeles Lakers,Detroit Pistons,7.5
2023-11-29,Orlando Magic,Washington Wizards,10.0
2023-11-29,Phoenix Suns,Toronto Raptors,3.5
2023-11-29,Memphis Grizzlies,Utah Jazz,4.0
2023-11-29,Philadelphia 76ers,New Orleans Pelicans,3.0
2023-11-29,Denver Nuggets,Houston Rockets,9.0
2023-11-29,LA Clippers,Sacramento Kings,1.5
2023-11-30,Cleveland Cavaliers,Portland Trail Blazers,11.5
2023-11-30,Brooklyn Nets,Charlotte Hornets,9.0
2023-11-30,New York Knicks,Detroit Pistons,15.0
2023-11-30,Miami Heat,Indiana Pacers,3.5
2023-11-30,Atlanta Hawks,San Antonio Spurs,6.5
2023-11-30,Milwaukee Bucks,Chicago Bulls,9.5
2023-11-30,Oklahoma City Thunder,Los Angeles Lakers,5.0
2023-11-30,Minnesota Timberwolves,Utah Jazz,12.0
2023-11-30,Golden State Warriors,LA Clippers,2.0
2023-12-01,Orlando Magic,Washington Wizards,10.5
2023-12-01,Boston Celtics,Philadelphia 76ers,10.0
2023-12-01,Dallas Mavericks,Memphis Grizzlies,6.0
2023-12-01,Toronto Raptors,New York Knicks,1.5
2023-12-01,New Orleans Pelicans,San Antonio Spurs,13.0
2023-12-01,Denver Nuggets,Phoenix Suns,2.5
2023-12-02,Brooklyn Nets,Orlando Magic,2.5
2023-12-02,Cleveland Cavaliers,Detroit Pistons,9.0
2023-12-02,Miami Heat,Indiana Pacers,4.5
2023-12-02,Milwaukee Bucks,Atlanta Hawks,6.0
2023-12-02,New Orleans Pelicans,Chicago Bulls,1.0
2023-12-02,Oklahoma City Thunder,Dallas Mavericks,4.0
2023-12-02,Phoenix Suns,Memphis Grizzlies,8.5
2023-12-02,Utah Jazz,Portland Trail Blazers,1.5
2023-12-02,Sacramento Kings,Denver Nuggets,3.5
2023-12-02,Los Angeles Lakers,Houston Rockets,5.0
2023-12-04,Boston Celtics,Indiana Pacers,4.5
2023-12-04,Sacramento Kings,New Orleans Pelicans,3.0
2023-12-05,Milwaukee Bucks,New York Knicks,5.0
2023-12-05,Los Angeles Lakers,Phoenix Suns,1.5
2023-12-06,Cleveland Cavaliers,Orlando Magic,4.0
2023-12-06,Memphis Grizzlies,Detroit Pistons,2.5
2023-12-06,Philadelphia 76ers,Washington Wizards,10.5
2023-12-06,Atlanta Hawks,Brooklyn Nets,3.5
2023-12-06,Toronto Raptors,Miami Heat,3.5
2023-12-06,Minnesota Timberwolves,San Antonio Spurs,12.0
2023-12-06,Chicago Bulls,Charlotte Hornets,5.0
2023-12-06,Oklahoma City Thunder,Houston Rockets,1.5
2023-12-06,Dallas Mavericks,Utah Jazz,11.5
2023-12-06,LA Clippers,Denver Nuggets,1.0
2023-12-06,Golden State Warriors,Portland Trail Blazers,12.5
2023-12-07,Los Angeles Lakers,New Orleans Pelicans,2.0
2023-12-08,Philadelphia 76ers,Atlanta Hawks,8.5
2023-12-08,Toronto Raptors,Charlotte Hornets,5.5
2023-12-08,Orlando Magic,Detroit Pistons,10.5
2023-12-08,Boston Celtics,New York Knicks,8.0
2023-12-08,Brooklyn Nets,Washington Wizards,9.0
2023-12-08,Cleveland Cavaliers,Miami Heat,1.5
2023-12-08,Oklahoma City Thunder,Golden State Warriors,3.5
2023-12-08,Minnesota Timberwolves,Memphis Grizzlies,5.5
2023-12-08,Chicago Bulls,San Antonio Spurs,2.5
2023-12-08,Sacramento Kings,Phoenix Suns,2.5
2023-12-08,Denver Nuggets,Houston Rockets,9.0
2023-12-08,Dallas Mavericks,Portland Trail Blazers,9.0
2023-12-08,LA Clippers,Utah Jazz,7.5
2023-12-09,Los Angeles Lakers,Indiana Pacers,3.5
2023-12-11,Miami Heat,Charlotte Hornets,4.5
2023-12-11,Orlando Magic,Cleveland Cavaliers,2.0
2023-12-11,Indiana Pacers,Detroit Pistons,7.5
2023-12-11,Philadelphia 76ers,Washington Wizards,13.5
2023-12-11,Denver Nuggets,Atlanta Hawks,3.0
2023-12-11,New York Knicks,Toronto Raptors,4.5
2023-12-11,Milwaukee Bucks,Chicago Bulls,12.0
2023-12-11,Dallas Mavericks,Memphis Grizzlies,1.5
2023-12-11,Houston Rockets,San Antonio Spurs,9.5
2023-12-11,New Orleans Pelicans,Minnesota Timberwolves,4.5
2023-12-11,Oklahoma City Thunder,Utah Jazz,13.0
2023-12-11,Sacramento Kings,Brooklyn Nets,4.5
2023-12-11,LA Clippers,Portland Trail Blazers,13.5
2023-12-12,Boston Celtics,Cleveland Cavaliers,11.0
2023-12-12,Los Angeles Lakers,Dallas Mavericks,1.5
2023-12-12,Denver Nuggets,Chicago Bulls,6.5
2023-12-12,Phoenix Suns,Golden State Warriors,1.0
2023-12-12,LA Clippers,Sacramento Kings,3.5
2023-12-13,Philadelphia 76ers,Detroit Pistons,12.0
2023-12-13,New Orleans Pelicans,Washington Wizards,7.0
2023-12-13,Toronto Raptors,Atlanta Hawks,2.0
2023-12-13,Miami Heat,Charlotte Hornets,8.0
2023-12-13,Los Angeles Lakers,San Antonio Spurs,3.0
2023-12-13,Houston Rockets,Memphis Grizzlies,9.5
2023-12-13,Milwaukee Bucks,Indiana Pacers,6.5
2023-12-13,Phoenix Suns,Brooklyn Nets,4.5
2023-12-13,New York Knicks,Utah Jazz,5.5
2023-12-14,Boston Celtics,Cleveland Cavaliers,9.0
2023-12-14,Miami Heat,Chicago Bulls,3.5
2023-12-14,Minnesota Timberwolves,Dallas Mavericks,1.0
2023-12-14,Denver Nuggets,Brooklyn Nets,9.5
2023-12-14,Sacramento Kings,Oklahoma City Thunder,1.5
2023-12-14,Portland Trail Blazers,Utah Jazz,4.5
2023-12-14,LA Clippers,Golden State Warriors,5.5
2023-12-15,New Orleans Pelicans,Charlotte Hornets,10.0
2023-12-15,Philadelphia 76ers,Detroit Pistons,15.0
2023-12-15,Indiana Pacers,Washington Wizards,8.5
2023-12-15,Toronto Raptors,Atlanta Hawks,2.0
2023-12-15,Boston Celtics,Orlando Magic,5.0
2023-12-15,Los Angeles Lakers,San Antonio Spurs,3.5
2023-12-15,Houston Rockets,Memphis Grizzlies,3.0
2023-12-15,Phoenix Suns,New York Knicks,5.0
2023-12-16,Philadelphia 76ers,Charlotte Hornets,12.0
2023-12-16,Cleveland Cavaliers,Atlanta Hawks,4.5
2023-12-16,Miami Heat,Chicago Bulls,5.5
2023-12-16,Minnesota Timberwolves,Indiana Pacers,10.5
2023-12-16,Golden State Warriors,Brooklyn Nets,3.5
2023-12-16,Dallas Mavericks,Portland Trail Blazers,5.0
2023-12-16,Denver Nuggets,Oklahoma City Thunder,4.5
2023-12-16,Sacramento Kings,Utah Jazz,9.0
2023-12-16,LA Clippers,New York Knicks,6.0
2023-12-17,Milwaukee Bucks,Houston Rockets,7.0
2023-12-17,Phoenix Suns,Washington Wizards,13.0
2023-12-17,Golden State Warriors,Portland Trail Blazers,5.5
2023-12-18,Philadelphia 76ers,Chicago Bulls,11.0
2023-12-18,Cleveland Cavaliers,Houston Rockets,3.5
2023-12-18,LA Clippers,Indiana Pacers,3.5
2023-12-18,Minnesota Timberwolves,Miami Heat,2.0
2023-12-18,Atlanta Hawks,Detroit Pistons,12.0
2023-12-18,Toronto Raptors,Charlotte Hornets,12.5
2023-12-18,Oklahoma City Thunder,Memphis Grizzlies,10.5
2023-12-18,Brooklyn Nets,Utah Jazz,4.0
2023-12-18,Denver Nuggets,Dallas Mavericks,8.0
2023-12-18,Los Angeles Lakers,New York Knicks,4.5
2023-12-18,Sacramento Kings,Washington Wizards,14.5
2023-12-19,New Orleans Pelicans,Memphis Grizzlies,8.5
2023-12-19,Milwaukee Bucks,San Antonio Spurs,16.5
2023-12-19,Boston Celtics,Golden State Warriors,4.5
2023-12-19,Phoenix Suns,Portland Trail Blazers,7.0
2023-12-20,Indiana Pacers,Charlotte Hornets,10.0
2023-12-20,Cleveland Cavaliers,Utah Jazz,3.5
2023-12-20,Orlando Magic,Miami Heat,5.5
2023-12-20,Philadelphia 76ers,Minnesota Timberwolves,3.5
2023-12-20,New York Knicks,Brooklyn Nets,1.0
2023-12-20,Denver Nuggets,Toronto Raptors,4.0
2023-12-20,Houston Rockets,Atlanta Hawks,3.0
2023-12-20,Los Angeles Lakers,Chicago Bulls,4.0
2023-12-20,LA Clippers,Dallas Mavericks,2.0
2023-12-20,Sacramento Kings,Boston Celtics,2.5
2023-12-21,Detroit Pistons,Utah Jazz,2.0
2023-12-21,New Orleans Pelicans,Cleveland Cavaliers,3.5
2023-12-21,Chicago Bulls,San Antonio Spurs,5.5
2023-12-21,Memphis Grizzlies,Indiana Pacers,2.5
2023-12-21,Oklahoma City Thunder,LA Clippers,6.0
2023-12-21,Milwaukee Bucks,Orlando Magic,9.0
2023-12-21,Minnesota Timberwolves,Los Angeles Lakers,9.0
2023-12-21,Portland Trail Blazers,Washington Wizards,4.5
2023-12-22,Philadelphia 76ers,Toronto Raptors,7.5
2023-12-22,Denver Nuggets,Brooklyn Nets,4.5
2023-12-22,Miami Heat,Atlanta Hawks,1.0
2023-12-22,Houston Rockets,Dallas Mavericks,8.5
2023-12-22,Golden State Warriors,Washington Wizards,11.5
2023-12-22,Sacramento Kings,Phoenix Suns,3.5
2023-12-23,Denver Nuggets,Charlotte Hornets,11.0
2023-12-23,New Orleans Pelicans,Houston Rockets,7.5
2023-12-23,Indiana Pacers,Orlando Magic,2.5
2023-12-23,Memphis Grizzlies,Atlanta Hawks,1.0
2023-12-23,Brooklyn Nets,Detroit Pistons,9.0
2023-12-23,Toronto Raptors,Utah Jazz,5.5
2023-12-23,Chicago Bulls,Cleveland Cavaliers,5.0
2023-12-23,Oklahoma City Thunder,Los Angeles Lakers,3.0
2023-12-23,Dallas Mavericks,San Antonio Spurs,8.0
2023-12-23,Golden State Warriors,Portland Trail Blazers,8.5
2023-12-23,Sacramento Kings,Minnesota Timberwolves,3.0
2023-12-25,Miami Heat,Philadelphia 76ers,2.0
2023-12-25,Phoenix Suns,Dallas Mavericks,4.0
2023-12-26,Brooklyn Nets,Detroit Pistons,6.0
2023-12-26,Orlando Magic,Washington Wizards,7.5
2023-12-26,Atlanta Hawks,Chicago Bulls,2.5
2023-12-26,Houston Rockets,Indiana Pacers,3.0
2023-12-26,New Orleans Pelicans,Memphis Grizzlies,4.5
2023-12-26,Oklahoma City Thunder,Minnesota Timberwolves,2.5
2023-12-26,Utah Jazz,San Antonio Spurs,2.5
2023-12-26,Sacramento Kings,Portland Trail Blazers,8.0
2023-12-26,LA Clippers,Charlotte Hornets,13.0
2023-12-27,Orlando Magic,Philadelphia 76ers,2.5
2023-12-27,Toronto Raptors,Washington Wizards,6.5
2023-12-27,Milwaukee Bucks,Brooklyn Nets,10.0
2023-12-27,Phoenix Suns,Houston Rockets,3.5
2023-12-27,Oklahoma City Thunder,New York Knicks,3.5
2023-12-27,Dallas Mavericks,Cleveland Cavaliers,4.0
2023-12-28,Boston Celtics,Detroit Pistons,17.5
2023-12-28,Chicago Bulls,Indiana Pacers,2.5
2023-12-28,Minnesota Timberwolves,Dallas Mavericks,12.5
2023-12-28,New Orleans Pelicans,Utah Jazz,8.5
2023-12-28,Denver Nuggets,Memphis Grizzlies,7.5
2023-12-28,Golden State Warriors,Miami Heat,5.5
2023-12-28,Portland Trail Blazers,San Antonio Spurs,3.5
2023-12-28,Los Angeles Lakers,Charlotte Hornets,12.5
2023-12-29,Brooklyn Nets,Washington Wizards,6.0
2023-12-29,New York Knicks,Orlando Magic,1.0
2023-12-29,Boston Celtics,Toronto Raptors,5.0
2023-12-29,Sacramento Kings,Atlanta Hawks,2.0
2023-12-29,Milwaukee Bucks,Cleveland Cavaliers,5.0
2023-12-29,Philadelphia 76ers,Houston Rockets,1.5
2023-12-29,Phoenix Suns,Charlotte Hornets,15.5
2023-12-29,Denver Nuggets,Oklahoma City Thunder,1.5
2023-12-29,Portland Trail Blazers,San Antonio Spurs,5.5
2023-12-29,LA Clippers,Memphis Grizzlies,4.0
2023-12-30,Indiana Pacers,New York Knicks,4.0
2023-12-30,Chicago Bulls,Philadelphia 76ers,1.5
2023-12-30,Minnesota Timberwolves,Los Angeles Lakers,6.0
2023-12-30,Golden State Warriors,Dallas Mavericks,4.0
2023-12-31,New Orleans Pelicans,Los Angeles Lakers,5.5
2023-12-31,Boston Celtics,San Antonio Spurs,14.5
2023-12-31,Oklahoma City Thunder,Brooklyn Nets,7.5
2023-12-31,Memphis Grizzlies,Sacramento Kings,1.0
2023-12-31,Phoenix Suns,Orlando Magic,5.5
2024-01-01,Toronto Raptors,Cleveland Cavaliers,2.5
2024-01-01,Houston Rockets,Detroit Pistons,9.5
2024-01-01,Milwaukee Bucks,Indiana Pacers,8.0
2024-01-01,Denver Nuggets,Charlotte Hornets,16.0
2024-01-01,Dallas Mavericks,Utah Jazz,4.0
2024-01-01,Phoenix Suns,Portland Trail Blazers,9.5
2024-01-01,LA Clippers,Miami Heat,8.0
2024-01-02,Philadelphia 76ers,Chicago Bulls,10.0
2024-01-02,Boston Celtics,Oklahoma City Thunder,4.0
2024-01-02,New Orleans Pelicans,Brooklyn Nets,6.0
2024-01-02,Memphis Grizzlies,San Antonio Spurs,11.0
2024-01-02,Sacramento Kings,Charlotte Hornets,15.0
2024-01-02,Golden State Warriors,Orlando Magic,3.5
2024-01-03,Cleveland Cavaliers,Washington Wizards,9.0
2024-01-03,Milwaukee Bucks,Indiana Pacers,3.5
2024-01-03,Atlanta Hawks,Oklahoma City Thunder,0.0
2024-01-03,Houston Rockets,Brooklyn Nets,4.0
2024-01-03,Memphis Grizzlies,Toronto Raptors,1.0
2024-01-03,Minnesota Timberwolves,New Orleans Pelicans,6.0
2024-01-03,New York Knicks,Chicago Bulls,9.0
2024-01-03,Dallas Mavericks,Portland Trail Blazers,11.5
2024-01-03,Utah Jazz,Detroit Pistons,9.0
2024-01-03,LA Clippers,Phoenix Suns,4.0
2024-01-03,Los Angeles Lakers,Miami Heat,5.0
2024-01-03,Sacramento Kings,Orlando Magic,4.5
2024-01-04,Milwaukee Bucks,San Antonio Spurs,11.0
2024-01-04,Denver Nuggets,Golden State Warriors,3.5
2024-01-05,Indiana Pacers,Atlanta Hawks,3.0
2024-01-05,Boston Celtics,Utah Jazz,14.0
2024-01-05,Oklahoma City Thunder,Brooklyn Nets,4.5
2024-01-05,Cleveland Cavaliers,Washington Wizards,10.5
2024-01-05,Philadelphia 76ers,New York Knicks,5.5
2024-01-05,Chicago Bulls,Charlotte Hornets,9.5
2024-01-05,Minnesota Timberwolves,Houston Rockets,4.0
2024-01-05,New Orleans Pelicans,LA Clippers,1.0
2024-01-05,Dallas Mavericks,Portland Trail Blazers,7.5
2024-01-05,Denver Nuggets,Orlando Magic,9.5
2024-01-05,Phoenix Suns,Miami Heat,3.0
2024-01-05,Golden State Warriors,Detroit Pistons,10.5
2024-01-05,Los Angeles Lakers,Memphis Grizzlies,3.5
2024-01-05,Sacramento Kings,Toronto Raptors,4.5
2024-01-06,Boston Celtics,Indiana Pacers,7.0
2024-01-06,New York Knicks,Washington Wizards,9.5
2024-01-06,Philadelphia 76ers,Utah Jazz,8.5
2024-01-06,Milwaukee Bucks,Houston Rockets,7.0
2024-01-07,Minnesota Timberwolves,Dallas Mavericks,2.0
2024-01-07,Denver Nuggets,Detroit Pistons,15.5
2024-01-07,Phoenix Suns,Memphis Grizzlies,5.0
2024-01-07,Golden State Warriors,Toronto Raptors,2.5
2024-01-07,LA Clippers,Los Angeles Lakers,6.0
2024-01-08,Boston Celtics,Indiana Pacers,3.0
2024-01-08,Chicago Bulls,Charlotte Hornets,7.0
2024-01-08,Oklahoma City Thunder,Washington Wizards,10.5
2024-01-08,Miami Heat,Houston Rockets,4.0
2024-01-08,Milwaukee Bucks,Utah Jazz,8.0
2024-01-08,LA Clippers,Phoenix Suns,5.5
2024-01-09,Sacramento Kings,Detroit Pistons,10.5
2024-01-09,Minnesota Timberwolves,Orlando Magic,5.0
2024-01-09,New York Knicks,Portland Trail Blazers,12.5
2024-01-09,Dallas Mavericks,Memphis Grizzlies,8.5
2024-01-09,Los Angeles Lakers,Toronto Raptors,4.5
2024-01-10,Boston Celtics,Minnesota Timberwolves,11.0
2024-01-10,Sacramento Kings,Charlotte Hornets,8.5
2024-01-10,San Antonio Spurs,Detroit Pistons,3.0
2024-01-10,Indiana Pacers,Washington Wizards,8.5
2024-01-10,Atlanta Hawks,Philadelphia 76ers,1.5
2024-01-10,Oklahoma City Thunder,Miami Heat,4.5
2024-01-10,Chicago Bulls,Houston Rockets,3.5
2024-01-10,New Orleans Pelicans,Golden State Warriors,2.5
2024-01-10,Denver Nuggets,Utah Jazz,6.5
2024-01-10,LA Clippers,Toronto Raptors,10.0
2024-01-11,Milwaukee Bucks,Boston Celtics,2.5
2024-01-11,Oklahoma City Thunder,Portland Trail Blazers,13.5
2024-01-11,New York Knicks,Dallas Mavericks,4.5
2024-01-11,Phoenix Suns,Los Angeles Lakers,1.0
2024-01-12,Atlanta Hawks,Indiana Pacers,6.0
2024-01-12,Houston Rockets,Detroit Pistons,9.0
2024-01-12,Philadelphia 76ers,Sacramento Kings,1.5
2024-01-12,San Antonio Spurs,Charlotte Hornets,2.0
2024-01-12,Chicago Bulls,Golden State Warriors,2.5
2024-01-12,LA Clippers,Memphis Grizzlies,8.5
2024-01-12,Miami Heat,Orlando Magic,1.5
2024-01-12,Minnesota Timberwolves,Portland Trail Blazers,16.0
2024-01-12,Utah Jazz,Toronto Raptors,2.5
2024-01-12,Denver Nuggets,New Orleans Pelicans,5.5
2024-01-13,Boston Celtics,Houston Rockets,14.5
2024-01-13,Atlanta Hawks,Washington Wizards,8.0
2024-01-13,Milwaukee Bucks,Golden State Warriors,13.5
2024-01-13,New York Knicks,Memphis Grizzlies,11.5
2024-01-13,Oklahoma City Thunder,Orlando Magic,11.5
2024-01-13,Dallas Mavericks,New Orleans Pelicans,4.0
2024-01-13,Chicago Bulls,San Antonio Spurs,6.0
2024-01-13,Utah Jazz,Los Angeles Lakers,3.0
2024-01-14,Minnesota Timberwolves,LA Clippers,1.0
2024-01-14,Milwaukee Bucks,Sacramento Kings,4.0
2024-01-14,Phoenix Suns,Portland Trail Blazers,11.0
2024-01-15,Cleveland Cavaliers,Chicago Bulls,4.0
2024-01-15,Boston Celtics,Toronto Raptors,6.5
2024-01-15,Miami Heat,Brooklyn Nets,1.0
2024-01-15,Utah Jazz,Indiana Pacers,7.0
2024-01-15,Oklahoma City Thunder,Los Angeles Lakers,3.0
2024-01-16,Philadelphia 76ers,Denver Nuggets,2.0
2024-01-16,Phoenix Suns,Sacramento Kings,4.0
2024-01-16,LA Clippers,Oklahoma City Thunder,6.0
2024-01-17,Minnesota Timberwolves,Detroit Pistons,12.5
2024-01-17,Miami Heat,Toronto Raptors,3.0
2024-01-17,Atlanta Hawks,Orlando Magic,4.0
2024-01-17,Boston Celtics,San Antonio Spurs,15.0
2024-01-17,Cleveland Cavaliers,Milwaukee Bucks,1.0
2024-01-17,New York Knicks,Houston Rockets,7.0
2024-01-17,New Orleans Pelicans,Charlotte Hornets,12.0
2024-01-17,Los Angeles Lakers,Dallas Mavericks,4.0
2024-01-17,Brooklyn Nets,Portland Trail Blazers,6.5
2024-01-18,Chicago Bulls,Toronto Raptors,2.0
2024-01-18,New York Knicks,Washington Wizards,12.0
2024-01-18,Oklahoma City Thunder,Utah Jazz,3.0
